accuracy,loss,val_accuracy,val_loss,learning_rate
0.9753124713897705,0.07034502178430557,0.9574999809265137,0.12092991173267365,9.999999747378752e-06
0.9706249833106995,0.0839301124215126,0.9587500095367432,0.12204786390066147,9.999999747378752e-06
0.9775000214576721,0.07306169718503952,0.9587500095367432,0.12006381154060364,9.999999747378752e-06
0.9762499928474426,0.06621512770652771,0.9599999785423279,0.11750135570764542,9.999999747378752e-06
0.979687511920929,0.06438932567834854,0.9612500071525574,0.11784365773200989,9.999999747378752e-06
0.9709374904632568,0.08136358857154846,0.9599999785423279,0.11605177074670792,9.999999747378752e-06
0.9750000238418579,0.06806983053684235,0.9612500071525574,0.11420988291501999,9.999999747378752e-06
0.9790624976158142,0.060688819736242294,0.9624999761581421,0.11373645812273026,9.999999747378752e-06
0.9803125262260437,0.06350106000900269,0.9624999761581421,0.11369815468788147,9.999999747378752e-06
0.979687511920929,0.061798859387636185,0.9612500071525574,0.11475849151611328,9.999999747378752e-06
0.9818750023841858,0.056164875626564026,0.9637500047683716,0.1148880124092102,9.999999747378752e-06
0.9828125238418579,0.052417248487472534,0.9637500047683716,0.11359323561191559,9.999999747378752e-06
0.9825000166893005,0.051712192595005035,0.9649999737739563,0.11233622580766678,9.999999747378752e-06
0.9803125262260437,0.05465672165155411,0.9624999761581421,0.11154322326183319,9.999999747378752e-06
0.9831249713897705,0.04569784179329872,0.9637500047683716,0.11071713268756866,9.999999747378752e-06
0.9859374761581421,0.04557488113641739,0.9674999713897705,0.1088424026966095,9.999999747378752e-06
0.9871875047683716,0.0394507497549057,0.9674999713897705,0.10776781290769577,9.999999747378752e-06
0.9825000166893005,0.049676526337862015,0.9662500023841858,0.10830433666706085,9.999999747378752e-06
0.9850000143051147,0.04346171393990517,0.9662500023841858,0.10713789612054825,9.999999747378752e-06
0.9834374785423279,0.0477420836687088,0.9662500023841858,0.107911616563797,9.999999747378752e-06
0.9896875023841858,0.034834422171115875,0.9662500023841858,0.10756294429302216,9.999999747378752e-06
0.9856250286102295,0.042626071721315384,0.9662500023841858,0.1093284860253334,9.999999747378752e-06
0.9828125238418579,0.049347810447216034,0.9649999737739563,0.10682123899459839,9.999999747378752e-06
0.9893749952316284,0.04142560064792633,0.9662500023841858,0.1048908457159996,9.999999747378752e-06
0.9856250286102295,0.04739799350500107,0.9662500023841858,0.10311590880155563,9.999999747378752e-06
0.9884374737739563,0.03542496636509895,0.9674999713897705,0.10369092226028442,9.999999747378752e-06
0.9868749976158142,0.036423493176698685,0.9649999737739563,0.10418238490819931,9.999999747378752e-06
0.9881250262260437,0.03579258546233177,0.9674999713897705,0.1027909442782402,9.999999747378752e-06
0.9871875047683716,0.040891461074352264,0.9662500023841858,0.10359212011098862,9.999999747378752e-06
0.9906250238418579,0.029282500967383385,0.9674999713897705,0.10494736582040787,9.999999747378752e-06
0.9896875023841858,0.03235292062163353,0.9649999737739563,0.1035708636045456,9.999999747378752e-06
0.9925000071525574,0.025972798466682434,0.9674999713897705,0.10365956276655197,9.999999747378752e-06
0.9903125166893005,0.029911210760474205,0.96875,0.10178817063570023,9.999999747378752e-06
0.9912499785423279,0.027237551286816597,0.9700000286102295,0.10114556550979614,9.999999747378752e-06
0.9934375286102295,0.021119773387908936,0.9700000286102295,0.10280785709619522,9.999999747378752e-06
0.9884374737739563,0.027003314346075058,0.9712499976158142,0.10339317470788956,9.999999747378752e-06
0.9946874976158142,0.025770971551537514,0.9700000286102295,0.10256480425596237,9.999999747378752e-06
0.9940624833106995,0.02253616787493229,0.9725000262260437,0.10116411000490189,9.999999747378752e-06
0.9909374713897705,0.027904095128178596,0.9700000286102295,0.09994984418153763,9.999999747378752e-06
0.9928125143051147,0.02392260544002056,0.9700000286102295,0.09964107722043991,9.999999747378752e-06
0.9906250238418579,0.027399269863963127,0.9700000286102295,0.10191253572702408,9.999999747378752e-06
0.9925000071525574,0.024616776034235954,0.9700000286102295,0.10077040642499924,9.999999747378752e-06
0.9946874976158142,0.0210278257727623,0.9700000286102295,0.09993038326501846,9.999999747378752e-06
0.9925000071525574,0.02121584862470627,0.9674999713897705,0.10013369470834732,9.999999747378752e-06
0.9956250190734863,0.018039843067526817,0.9725000262260437,0.10111788660287857,9.999999747378752e-06
0.9943749904632568,0.01834685727953911,0.9712499976158142,0.10054578632116318,4.999999873689376e-06
0.9940624833106995,0.0223808903247118,0.9712499976158142,0.10025040805339813,4.999999873689376e-06
0.9921875,0.0245647169649601,0.9712499976158142,0.09951863437891006,4.999999873689376e-06
0.9971874952316284,0.01600569672882557,0.9725000262260437,0.09993840008974075,4.999999873689376e-06
0.9950000047683716,0.020634302869439125,0.9725000262260437,0.09999274462461472,4.999999873689376e-06
0.9937499761581421,0.020067038014531136,0.9700000286102295,0.10087356716394424,4.999999873689376e-06
0.995312511920929,0.01991509646177292,0.9700000286102295,0.09989623725414276,4.999999873689376e-06
0.9950000047683716,0.018425827845931053,0.9712499976158142,0.09969043731689453,4.999999873689376e-06
0.9959375262260437,0.015155840665102005,0.9712499976158142,0.09950041770935059,2.499999936844688e-06
0.9962499737739563,0.016368702054023743,0.9712499976158142,0.09941558539867401,2.499999936844688e-06
0.995312511920929,0.016141632571816444,0.9725000262260437,0.0992112085223198,2.499999936844688e-06
