accuracy,loss,val_accuracy,val_loss,learning_rate
0.32093751430511475,2.04231333732605,0.6212499737739563,1.0826404094696045,9.999999747378752e-06
0.5315625071525574,1.2623354196548462,0.800000011920929,0.6863386034965515,9.999999747378752e-06
0.6693750023841858,0.9074646830558777,0.8487499952316284,0.5039196610450745,9.999999747378752e-06
0.7196875214576721,0.7400392889976501,0.8700000047683716,0.40762215852737427,9.999999747378752e-06
0.7568749785423279,0.6601870059967041,0.8862500190734863,0.349687397480011,9.999999747378752e-06
0.7987499833106995,0.565565824508667,0.893750011920929,0.3125843405723572,9.999999747378752e-06
0.8221874833106995,0.4896220862865448,0.9024999737739563,0.28551340103149414,9.999999747378752e-06
0.8353124856948853,0.4431956112384796,0.9049999713897705,0.2673843801021576,9.999999747378752e-06
0.8478124737739563,0.4024989604949951,0.9087499976158142,0.25492092967033386,9.999999747378752e-06
0.8615624904632568,0.3700144588947296,0.9125000238418579,0.2411584109067917,9.999999747378752e-06
0.8659374713897705,0.36671650409698486,0.918749988079071,0.22900459170341492,9.999999747378752e-06
0.8903124928474426,0.30229052901268005,0.9212499856948853,0.22145715355873108,9.999999747378752e-06
0.885937511920929,0.3055374026298523,0.925000011920929,0.21132026612758636,9.999999747378752e-06
0.8899999856948853,0.29333576560020447,0.925000011920929,0.2062816172838211,9.999999747378752e-06
0.90625,0.25903797149658203,0.9262499809265137,0.19976486265659332,9.999999747378752e-06
0.9137499928474426,0.24606874585151672,0.9300000071525574,0.1945233792066574,9.999999747378752e-06
0.9140625,0.24758249521255493,0.9312499761581421,0.18946710228919983,9.999999747378752e-06
0.9134374856948853,0.24355974793434143,0.9362499713897705,0.18397945165634155,9.999999747378752e-06
0.921875,0.20890291035175323,0.9375,0.17946040630340576,9.999999747378752e-06
0.9209374785423279,0.2166471928358078,0.9375,0.17619596421718597,9.999999747378752e-06
0.9331250190734863,0.18082532286643982,0.9387500286102295,0.17105013132095337,9.999999747378752e-06
0.9275000095367432,0.20413658022880554,0.9399999976158142,0.1677355170249939,9.999999747378752e-06
0.9375,0.17475368082523346,0.9424999952316284,0.16316717863082886,9.999999747378752e-06
0.9415624737739563,0.17034587264060974,0.9437500238418579,0.16041606664657593,9.999999747378752e-06
0.940625011920929,0.17113986611366272,0.9412500262260437,0.1597035527229309,9.999999747378752e-06
0.9456250071525574,0.15834075212478638,0.9449999928474426,0.1571035534143448,9.999999747378752e-06
0.9468749761581421,0.15221303701400757,0.9487500190734863,0.153083935379982,9.999999747378752e-06
0.9418749809265137,0.1585131585597992,0.9512500166893005,0.14925268292427063,9.999999747378752e-06
0.9478124976158142,0.14514170587062836,0.9524999856948853,0.14615513384342194,9.999999747378752e-06
0.9528124928474426,0.13101261854171753,0.9537500143051147,0.14252415299415588,9.999999747378752e-06
0.9524999856948853,0.12677031755447388,0.9537500143051147,0.14122341573238373,9.999999747378752e-06
0.9518749713897705,0.1301160752773285,0.9537500143051147,0.1390678435564041,9.999999747378752e-06
0.9621875286102295,0.11539281904697418,0.9537500143051147,0.13761331140995026,9.999999747378752e-06
0.9571874737739563,0.1130499541759491,0.956250011920929,0.13430237770080566,9.999999747378752e-06
0.9631249904632568,0.11662372946739197,0.9574999809265137,0.1329076737165451,9.999999747378752e-06
0.965624988079071,0.09641417860984802,0.9574999809265137,0.13050812482833862,9.999999747378752e-06
0.9618750214576721,0.10705886781215668,0.9587500095367432,0.12822306156158447,9.999999747378752e-06
0.9621875286102295,0.10362107306718826,0.9587500095367432,0.1285140961408615,9.999999747378752e-06
0.9700000286102295,0.08650445193052292,0.9587500095367432,0.1278262585401535,9.999999747378752e-06
0.9662500023841858,0.09722287952899933,0.9612500071525574,0.12569813430309296,9.999999747378752e-06
0.9674999713897705,0.0900048166513443,0.9587500095367432,0.12493148446083069,9.999999747378752e-06
0.973437488079071,0.08131548017263412,0.9587500095367432,0.12224753201007843,9.999999747378752e-06
0.9684374928474426,0.09219405800104141,0.9599999785423279,0.12172143161296844,9.999999747378752e-06
0.9715625047683716,0.07540163397789001,0.9587500095367432,0.12178903818130493,9.999999747378752e-06
